FID;Naiset;Miehet;Ko_perus;Ko_yliop;Ko_ammat;Ko_al_kork;Ko_yl_kork;Tp_tyopy;Ra_pt_as;Ra_kt_as;Ra_muu_as;Pt_tyoll;Pt_tyott;Viipyma_arki;Viipyma_vkl;AC_laturit;DC_laturit;count_Acc_First;count_Business_First;count_Eat_First;count_Gov_First;count_Health_First;count_Leisure_First;count_Shop1_First;count_Shop2_First;count_Sport_First;count_Tourism_First;count_Trans_First;KAC_First;KDC_First;Kvl2_First;Hr_mtu_First;Kika2_First;Te_takk2_First;Pistokkeet
1579;284;262;95;51;101;105;104;239;3;388;1;288;34;5738;4622;4;2;3;22;27;11;15;11;1;91;3;2;39;43;7;46800;26599;37,84;1,8;6
1580;87;79;36;10;50;31;13;34;27;84;0;77;8;2427;2043;4;2;0;11;21;6;6;2;2;61;2;2;11;8;2;16172;24011;45,43;1,74;6
1581;88;78;41;9;57;30;12;68;17;98;0;85;8;1550;922;4;2;1;9;11;6;11;4;0;39;2;1;26;38;1;22167;23280;46,9;1,66;6
1582;76;55;40;4;55;26;7;60;24;77;0;51;8;868;622;6;0;2;7;10;7;7;1;0;31;5;2;28;10;7;6600;19149;52,95;1,57;6
1583;68;55;36;5;43;16;3;75;11;77;1;36;13;5078;4494;6;0;0;11;16;7;4;2;0;51;0;0;27;36;23;11633;17867;47,27;1,65;6
1584;5;5;2;0;3;2;2;28;4;0;0;5;1;2057;2033;6;0;0;5;4;1;0;0;0;11;0;0;4;34;9;14136;30729;39,1;2,37;6
1585;139;132;46;23;38;58;61;242;36;133;0;119;10;9261;8772;6;0;0;29;62;26;24;15;2;159;2;0;36;86;41;58518;29711;41,59;1,9;6
1586;81;64;31;15;46;30;13;59;19;91;0;61;7;4738;3408;6;0;0;10;10;6;5;1;1;35;0;2;17;47;3;15064;19700;45,88;1,55;6
1587;211;171;41;56;54;85;100;216;0;278;8;212;16;4225;3355;6;0;1;17;57;19;19;32;0;125;12;14;28;225;16;38100;27744;39,47;1,62;6
1588;127;95;43;15;54;52;32;197;17;135;7;90;11;2385;1710;6;0;16;41;88;20;26;27;3;222;6;13;19;23;9;16521;23570;50,65;1,59;6
1589;0;0;0;0;0;0;0;257;0;0;0;0;0;6079;6407;6;0;3;10;23;1;3;0;0;8;0;2;26;546;50;22069;0;0;0;6
1590;98;98;50;19;51;40;23;142;20;103;6;107;16;2022;1308;6;0;0;29;25;3;4;3;1;65;2;0;37;50;14;40900;23285;38,91;1,86;6
1591;158;132;54;17;87;61;31;99;35;157;3;126;14;2121;1211;6;0;2;21;32;11;15;12;2;100;2;6;22;41;12;;22997;46,3;1,66;6
1592;33;32;14;4;23;13;6;88;24;13;1;38;4;3256;2018;6;0;0;7;4;6;2;0;1;35;0;0;23;41;7;44201;26901;39,98;2,08;6
1593;5;4;2;0;3;2;1;0;4;0;0;4;1;880;692;0;6;0;0;1;0;0;0;0;1;0;0;4;0;0;11106;22827;46;2,2;6
1594;339;286;140;44;135;112;78;100;13;374;0;255;44;4094;2581;6;0;1;13;46;26;14;0;1;101;0;2;45;33;4;11600;23378;43,4;1,84;6
1595;0;0;0;0;0;0;0;1;0;0;0;0;0;129;178;6;0;3;0;1;0;0;0;0;0;1;0;4;6;0;603;0;0;0;6
1596;142;129;57;17;64;38;29;17;25;121;0;121;18;614;489;1;5;0;1;4;4;1;1;0;12;0;0;25;35;7;70500;25402;38,61;2,1;6
1597;33;30;13;2;21;11;4;29;22;13;5;25;2;1301;937;4;2;1;8;4;3;5;1;0;27;0;4;12;5;0;10788;25065;47,14;1,89;6
1598;37;36;13;4;18;13;11;33;29;0;0;42;2;1733;808;3;3;0;7;4;4;1;0;0;12;0;0;17;5;1;47690;31865;34,27;3,06;6
1599;63;65;18;5;38;27;12;15;53;3;0;66;4;676;534;4;2;0;3;4;4;0;1;0;21;0;1;18;15;7;13157;27854;39,01;2,43;6
1600;65;51;32;6;35;24;8;50;14;76;6;40;6;1066;748;4;2;1;16;9;8;10;2;1;43;0;2;13;11;1;10318;20235;53,03;1,48;6
1601;166;146;71;19;90;68;30;139;20;194;2;136;16;4908;3523;6;0;3;31;49;13;14;10;1;131;2;2;50;30;9;16426;23566;48,59;1,56;6
1602;123;123;56;23;42;51;42;961;0;159;1;122;15;3697;1087;6;0;3;30;80;28;8;20;2;60;9;2;53;194;24;41400;23333;39,33;1,79;6
1603;3;3;0;0;0;0;0;2;2;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;1;0;1;6;0;;0;32,74;0;6
1604;125;120;28;30;21;61;77;345;11;149;1;116;7;1024;502;6;0;2;24;37;10;21;5;0;70;3;0;31;157;6;54340;32400;44,77;1,71;6
1605;15;15;6;2;13;6;1;44;12;7;0;13;3;2134;1874;4;2;1;5;1;0;1;1;1;33;0;0;13;16;10;29163;22425;44,83;1,81;6
1606;128;108;44;26;51;43;42;53;9;163;0;116;19;2673;1455;6;0;0;5;12;5;4;0;0;41;0;0;28;40;9;34600;22154;42,33;1,57;6
1607;141;129;50;22;36;60;60;1040;0;148;6;134;13;5706;2942;6;0;4;31;39;9;17;27;2;74;11;4;18;417;12;57500;29136;43,41;1,88;6
1608;171;168;72;28;59;70;55;490;4;229;0;163;20;16096;14236;1;5;2;38;76;22;21;11;3;157;3;4;69;175;11;74370;25019;40,01;1,81;6
1609;10;9;4;2;5;5;3;91;9;0;0;13;1;2270;1069;6;0;0;4;8;0;3;1;0;10;1;0;23;82;14;84900;29540;37,87;2,55;6
1610;201;180;95;30;88;66;34;157;14;233;0;165;25;4035;2461;6;0;1;21;44;5;13;5;2;109;8;0;40;49;9;15310;23976;40,07;1,79;6
1611;127;96;78;13;87;49;16;169;10;153;5;87;13;2956;2329;6;0;4;22;56;12;14;7;3;115;2;7;18;14;1;13713;20503;54,08;1,48;6
1612;64;64;16;9;14;28;34;99;31;37;0;61;3;1689;1162;0;6;0;9;11;6;8;2;1;41;1;0;21;82;35;58518;32975;40,12;2,17;6
1613;13;13;6;2;18;8;3;17;20;0;0;18;1;868;760;1;5;0;2;1;0;0;1;0;1;1;0;6;3;1;7005;22912;44,75;2,24;6
1614;154;142;34;29;35;57;69;37;0;153;0;147;10;210;188;6;0;1;7;30;2;0;4;0;20;5;1;3;350;18;6200;29295;32,49;2,05;6
1615;108;116;52;13;56;41;21;18;33;90;0;102;13;369;87;0;6;0;5;9;9;5;1;1;26;1;0;33;74;7;58679;23530;41,68;1,94;6
1616;72;62;35;3;47;23;6;45;24;60;4;39;11;2369;2087;0;6;1;6;6;5;3;0;0;17;0;0;14;16;18;23494;18733;48,38;1,69;6
1617;13;13;5;1;11;5;1;43;10;5;0;11;2;2134;1874;0;6;2;4;2;0;1;0;1;32;0;0;10;16;6;29163;21135;44,43;1,89;6
1618;177;174;109;24;88;53;25;168;14;216;0;166;28;2059;1114;4;2;0;16;18;10;6;1;1;51;1;1;42;98;16;58221;22614;39,76;1,91;6
1619;1;1;0;0;0;0;0;2;0;0;0;0;0;256;184;0;6;0;0;1;0;0;0;0;0;0;1;4;3;1;11017;0;56;0;6
1620;127;117;68;18;54;43;31;54;11;123;6;112;16;474;334;0;6;0;9;22;13;4;1;0;55;1;1;26;61;13;75000;22708;41,44;1,84;6
1621;74;59;30;10;45;29;8;168;1;110;4;43;9;2100;1014;6;0;2;16;29;8;4;11;2;65;0;4;5;38;6;;19719;53,23;1,41;6
1622;76;58;31;9;42;32;12;217;11;99;6;43;6;4140;2121;6;0;2;28;75;17;24;32;0;169;3;6;28;33;1;;20513;54,55;1,39;6
1623;362;316;119;57;133;130;119;249;7;438;0;350;40;4539;3285;6;0;2;23;34;16;16;14;1;117;3;1;47;37;9;46800;26190;40,45;1,85;6
1624;7;7;6;0;6;2;1;11;10;1;2;5;1;388;209;0;6;1;6;5;5;1;1;0;18;0;2;9;4;2;6862;17515;59,62;1,69;6
1625;121;106;57;14;90;52;17;41;5;192;0;80;15;1118;825;4;2;4;13;38;4;14;19;2;84;0;7;9;38;4;;20253;54,53;1,41;6
1626;62;46;32;4;42;21;6;83;16;68;4;30;6;980;537;4;2;2;14;25;11;9;4;0;76;0;2;20;7;2;;19654;57,75;1,41;6
1627;1;1;0;0;0;0;0;2;1;0;0;1;0;224;0;6;0;2;0;4;0;0;2;0;0;1;1;1;8;0;;41223;38;0;6
1628;30;32;7;2;10;12;10;137;20;1;0;34;2;823;416;6;0;0;1;4;0;0;0;0;3;0;0;4;166;17;84900;32875;29,95;2,98;6
1629;20;19;9;3;8;7;4;93;24;4;0;18;3;3271;1723;2;4;0;21;10;3;1;4;2;72;2;0;27;54;8;58221;27379;42,38;2,23;6
1630;28;25;12;2;21;14;3;10;15;18;0;25;3;282;0;0;6;0;3;4;1;0;0;0;12;0;0;10;8;0;9462;21837;49,94;1,77;6
1631;156;130;54;21;65;52;40;119;8;190;1;131;18;3086;1814;4;2;0;15;31;12;10;13;1;89;1;4;45;42;7;43700;24475;41,01;1,85;6
1632;7;7;2;1;6;3;0;8;4;4;0;7;1;1708;1422;0;6;0;2;3;2;0;0;0;1;0;0;9;2;1;18940;24393;37,77;2;6
1633;80;69;36;13;32;41;29;46;22;72;0;71;7;1311;921;0;6;0;14;16;13;6;1;1;47;3;0;27;32;34;45071;26341;48,57;1,87;6
1634;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;1;1;0;10;2;0;16730;0;0;0;6
1635;16;16;6;1;10;10;2;38;14;0;0;16;1;2630;2361;0;6;0;10;10;1;2;0;2;43;2;0;18;19;2;26270;26100;47,7;2,26;6
1636;87;99;27;30;36;33;36;23;50;75;5;85;11;643;484;4;2;0;5;5;5;6;3;0;46;1;1;28;80;1;;19600;39,14;1,65;6
1637;43;35;27;3;37;15;4;22;8;51;4;28;3;800;584;4;2;0;9;7;6;7;3;0;32;0;0;9;6;1;6176;19940;55,34;1,41;6
1638;19;17;10;2;16;7;3;48;11;13;1;16;2;936;849;6;0;0;14;14;5;9;2;1;48;0;2;10;40;13;4923;22145;51,04;1,66;6
1639;103;95;52;12;72;30;10;118;7;166;7;76;12;2321;1891;6;0;2;20;47;8;13;12;2;128;1;3;33;13;1;;20096;47,74;1,48;6
1640;15;17;4;1;9;9;3;52;16;0;0;15;2;2630;2361;6;0;0;15;10;0;3;0;3;55;0;0;19;17;8;26270;26828;42,78;2,39;6
1641;1;1;0;0;0;0;0;1;1;0;0;0;0;149;0;5;1;0;0;1;0;0;0;0;1;0;0;4;5;0;13195;0;65,25;0;6
1642;246;212;52;102;79;103;92;786;3;363;11;207;21;7776;7636;6;0;24;94;297;30;131;82;7;558;6;39;92;127;14;;21371;43,61;1,5;6
1643;2;2;1;0;2;0;0;60;2;0;0;2;0;1910;725;1;5;0;4;6;0;0;1;0;30;0;0;23;6;0;35009;23560;43,57;0;6
1644;0;0;0;0;0;0;0;12;0;0;0;0;0;733;742;1;5;0;2;1;0;0;0;0;0;0;1;0;1;0;21193;0;0;0;6
1645;0;0;0;0;0;0;0;8;0;0;0;0;0;384;0;6;0;1;0;1;0;0;1;0;0;1;0;2;9;0;;0;0;0;6
1646;95;74;39;9;54;28;11;64;16;98;0;58;6;2697;1668;4;2;2;16;14;5;6;1;0;48;1;2;26;9;6;11502;20251;48,6;1,65;6
1647;46;31;21;5;23;13;8;138;10;30;0;23;2;577;0;4;2;1;9;3;1;3;1;0;15;1;0;24;68;11;28865;21074;56,4;1,47;6
1648;39;35;17;3;26;12;4;23;15;30;1;30;3;1042;724;4;2;0;6;5;6;5;0;0;18;0;2;18;4;0;5862;20570;47,85;1,72;6
1649;8;9;2;1;6;5;2;70;7;0;0;9;1;904;585;6;0;0;6;0;0;0;0;0;5;0;0;3;28;10;12960;27041;43,28;2,48;6
1650;164;126;63;22;97;78;39;222;1;224;10;122;20;3322;1893;4;2;2;19;58;8;13;13;1;98;1;5;30;37;0;11690;21568;54,48;1,38;6
1651;124;114;65;18;100;43;16;71;12;172;1;103;22;1862;1087;4;2;0;5;11;6;4;0;2;32;0;0;24;12;0;8906;19283;45,73;1,51;6
1652;26;20;20;3;21;8;2;45;14;22;2;17;2;1219;774;4;2;2;11;8;7;9;2;1;35;0;0;16;7;0;5384;17726;55,25;1,44;6
1653;0;0;0;0;0;0;0;87;0;0;0;0;0;1798;444;6;0;0;2;1;0;0;0;0;8;1;0;2;14;0;42271;0;0;0;6
1654;290;252;76;75;127;128;97;775;1;405;16;261;32;11739;8233;6;0;12;81;350;20;78;130;5;651;10;27;77;84;13;32452;21767;44,62;1,5;6
1655;52;49;16;7;30;21;15;81;25;36;8;45;6;1093;714;6;0;0;8;2;4;1;1;0;25;0;0;11;28;15;53495;20752;47,45;1,69;6
1656;134;113;30;54;76;61;31;108;11;176;0;129;11;6312;6482;6;0;3;9;14;3;7;5;0;48;6;0;22;16;6;29455;20103;36,48;1,5;6
1657;1;1;0;0;0;0;0;26;0;0;0;0;0;603;0;6;0;0;7;3;0;1;0;0;11;0;0;7;15;8;13536;0;45,05;0;6
1658;127;113;30;39;53;58;47;1139;0;226;10;125;13;5747;4618;0;6;11;53;251;13;50;67;3;349;9;4;49;82;17;26798;21246;42,89;1,51;6
1659;1;1;0;0;0;0;0;42;0;0;0;0;0;645;467;6;0;0;0;0;3;2;0;0;0;0;0;12;6;0;41934;0;55,43;0;6
1660;50;47;15;6;28;20;16;60;27;28;6;44;5;1093;714;6;0;0;7;3;4;1;1;0;27;0;0;13;28;16;53495;22802;46,9;1,81;6
1661;59;49;20;10;35;16;6;112;14;53;0;42;8;4882;4088;6;0;0;25;27;4;11;2;2;77;1;1;34;54;11;22304;19785;39,12;1,7;6
1662;107;84;31;12;62;44;18;39;20;107;0;80;7;4974;3815;6;0;0;7;4;5;2;1;1;26;2;0;24;26;6;37403;22438;47,79;1,58;6
1663;173;231;103;79;81;66;39;399;0;322;0;140;22;1966;1206;6;0;1;18;26;9;14;9;2;59;1;1;30;15;0;7337;15572;37,85;1,52;6
1664;0;0;0;0;0;0;0;73;0;0;0;0;0;1798;444;6;0;0;2;1;0;0;0;0;8;1;0;2;16;2;42271;0;0;0;6
1665;50;40;24;4;28;18;6;13;16;52;3;30;5;1262;896;6;0;0;1;3;4;1;0;0;13;5;5;14;37;12;4598;19161;52,61;1,5;6
1666;42;38;5;3;22;20;12;3;27;6;0;39;1;920;622;6;0;0;0;0;1;0;0;0;2;0;0;3;13;1;;28805;34,38;2,48;6
1667;0;0;0;0;0;0;0;69;0;0;0;0;0;2657;986;6;0;0;0;1;0;1;0;0;0;0;0;0;12;0;;0;0;0;6
1668;8;8;5;1;11;3;1;12;10;0;0;11;0;1513;1331;1;5;0;3;2;0;1;0;0;10;0;0;6;2;1;6784;18664;46,01;1,73;6
1669;54;40;22;7;38;16;5;32;19;61;1;33;6;1971;1608;2;4;0;6;1;3;1;2;1;25;0;1;8;32;8;;18009;50,66;1,38;6
1670;21;18;22;2;19;7;2;32;20;9;2;15;2;1296;911;2;4;0;5;4;5;5;2;0;15;0;2;4;4;0;10501;21111;54,84;1,63;6
1671;4;4;1;1;4;1;1;55;4;0;0;4;0;3204;2725;2;4;0;6;1;0;0;0;1;14;0;0;12;33;4;35106;22334;39,86;2,45;6
1672;14;11;8;1;9;4;1;10;10;17;0;8;1;168;0;0;6;0;6;2;0;1;0;2;17;0;0;6;12;5;8931;16005;55,44;1,51;6
1673;80;71;30;7;56;36;17;44;21;84;0;68;7;2024;1294;4;2;1;6;12;6;5;1;0;29;0;3;14;14;1;9082;23658;47,77;1,72;6
1674;1;1;0;0;0;0;0;61;0;0;0;0;0;664;313;0;6;0;9;4;0;2;0;2;41;0;0;15;11;3;18730;0;57;0;6
1675;5;6;1;1;3;2;2;15;7;0;0;6;0;113;0;2;4;0;4;2;0;1;0;0;6;0;0;5;14;0;13536;31012;42,46;2,65;6
1676;3;3;1;0;3;1;1;3;3;0;0;3;0;62;190;0;6;0;4;1;0;1;0;0;1;0;0;3;0;0;12961;24932;43,63;2,15;6
1677;56;47;24;4;37;18;6;24;21;47;1;35;6;1092;780;4;2;0;3;11;7;7;0;0;31;1;0;22;26;12;;19760;50,86;1,64;6
1678;7;6;6;1;5;2;1;30;5;6;1;5;1;755;355;6;0;0;3;3;5;4;3;2;13;0;3;9;13;1;5736;20055;54,91;1,48;6
1679;40;38;14;6;32;16;5;70;9;46;0;36;5;1149;188;4;2;0;16;18;1;3;2;1;43;1;3;10;26;3;20300;20883;43,15;1,6;6
1680;26;26;6;2;12;14;10;62;21;5;0;30;2;2990;2434;4;2;0;16;7;0;2;0;2;44;0;1;12;51;8;13583;27486;41,41;2,38;6
1681;43;40;16;5;27;16;8;85;7;45;0;36;6;140;0;6;0;0;6;5;3;5;1;1;31;0;0;14;15;7;35879;20017;42,97;1,74;6
1682;11;12;8;1;13;7;2;8;18;0;0;13;1;1078;875;6;0;2;0;6;5;0;0;0;8;0;1;7;6;6;5723;20083;54,73;1,78;6
1683;7;8;2;0;5;4;1;46;7;0;0;6;0;751;0;6;0;0;8;1;0;0;0;0;15;1;0;4;15;7;;23110;50,12;2,13;6
1684;85;75;43;9;54;29;9;142;9;98;15;55;9;704;496;4;2;8;34;51;12;9;8;3;162;1;3;19;57;18;13329;19437;47,4;1,51;6
1685;216;205;76;84;85;90;53;366;2;339;22;190;15;7607;5358;4;2;12;46;119;26;36;29;3;249;5;13;49;83;1;;19166;42,32;1,47;6
1686;6;6;2;0;4;3;1;29;8;2;0;6;0;755;355;6;0;0;2;2;3;0;2;0;6;0;0;5;13;1;5736;26599;39,96;2,06;6
1687;1;0;0;0;0;0;0;136;0;0;0;0;0;810;491;1;5;0;2;7;0;0;0;1;42;0;0;9;6;6;15466;0;40;0;6
1688;29;21;18;1;21;8;3;39;6;42;3;14;2;1533;1513;2;4;0;15;7;4;5;3;0;39;0;3;6;6;4;6545;18034;60,4;1,36;6
1689;24;20;12;1;18;7;2;20;21;12;3;14;2;1238;880;4;2;1;9;7;3;4;1;1;43;0;2;7;15;1;5992;18690;49,81;1,6;6
1690;26;22;4;1;10;11;11;6;18;4;0;19;1;298;548;0;6;0;0;1;1;0;0;0;6;1;0;12;5;2;;28897;46,71;2,16;6
1691;111;103;30;31;54;41;31;49;9;150;0;87;16;1641;1216;4;2;1;7;9;5;0;1;0;26;1;0;15;16;12;;17472;38,55;1,53;6
1692;0;0;0;0;0;0;0;13;0;0;0;0;0;658;660;0;6;1;1;2;0;0;0;0;2;0;0;2;3;12;5557;0;0;0;6
1693;210;183;47;79;82;96;62;471;9;298;15;165;24;10719;7161;0;6;19;50;142;17;53;58;4;329;5;10;42;31;10;34044;18177;41,2;1,42;6
1694;15;11;11;1;12;3;1;32;12;10;3;9;2;650;410;0;6;0;13;2;6;5;1;1;31;0;3;12;8;0;7819;18333;51,98;1,43;6
1695;93;98;28;38;50;40;21;265;5;152;4;83;7;1355;621;6;0;1;6;21;10;6;8;0;18;1;3;10;48;2;;19477;43,85;1,47;6
1696;47;41;17;5;36;18;9;41;13;56;0;46;7;1054;1072;0;6;0;8;6;7;2;0;0;45;0;0;19;15;9;23004;21916;38,79;1,77;6
1697;32;30;9;2;22;15;7;22;26;11;0;34;4;242;0;2;4;0;4;0;1;1;0;1;14;0;0;17;4;1;27916;24211;42,16;1,87;6
1698;44;45;16;6;27;20;9;110;13;44;0;44;5;2883;1344;6;0;1;5;2;3;0;4;0;8;2;0;23;71;5;12934;21118;43,92;1,73;6
1699;11;12;8;1;13;7;2;8;18;0;0;13;1;1078;875;0;6;2;0;7;6;0;0;0;8;0;1;8;6;0;5723;20083;54,73;1,78;6
1700;21;22;8;1;21;5;1;20;24;0;1;18;1;410;231;6;0;0;2;3;1;1;0;0;4;0;0;0;20;0;6534;21527;43,4;2,27;6
1701;21;20;5;2;10;10;7;66;16;4;0;23;2;2990;2434;0;6;0;14;6;0;2;0;2;48;0;0;13;51;4;13583;27486;41,71;2,36;6
1702;6;8;2;0;3;2;3;87;8;0;0;6;0;3279;2189;0;6;0;21;7;3;1;0;2;37;1;0;10;14;8;35879;33019;43,85;2,08;6
1703;10;11;2;0;7;5;2;60;7;0;0;11;1;2762;2193;0;6;0;11;5;1;0;0;2;23;0;0;4;48;14;13329;26419;35,07;3,07;6
1704;1;1;0;0;0;0;0;10;1;0;0;1;0;658;660;0;6;1;1;2;0;0;0;0;2;0;0;3;3;12;5557;32842;29;0;6
1705;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;4;0;0;2;0;0;0;0;0;0;0;2;2;0;4744;0;0;0;6
1706;30;31;15;6;20;10;7;44;9;30;0;27;9;801;171;4;2;0;5;5;3;3;0;1;19;0;1;16;8;3;22130;17590;40,17;1,66;6
1707;76;56;32;18;59;31;11;91;4;120;1;66;12;730;515;6;0;6;11;8;7;4;3;0;49;0;1;19;46;7;22344;18517;44,38;1,39;6
1708;123;103;33;41;70;52;28;128;9;193;6;113;12;1721;193;4;2;1;22;20;4;8;3;1;71;1;0;21;53;14;22636;20296;40,13;1,41;6
1709;25;21;17;1;19;7;1;44;16;16;5;13;3;1011;1011;4;2;2;7;6;5;4;0;0;30;1;0;12;17;5;8354;17708;51,81;1,5;6
1710;0;0;0;0;0;0;0;0;0;0;0;0;0;1483;1805;6;0;1;0;2;0;0;0;0;0;0;0;6;14;0;1257;0;49;0;6
1711;166;165;52;54;94;67;39;42;12;233;0;135;23;1623;1212;4;2;2;5;20;11;4;5;0;53;0;0;25;18;9;37828;18904;41,59;1,45;6
1712;45;41;9;4;21;22;18;7;35;12;0;40;3;947;725;2;4;1;0;0;2;2;1;0;3;0;0;8;2;6;14160;25552;44,28;2,03;6
1713;81;63;38;7;53;27;7;130;7;111;16;47;9;3458;3067;6;0;5;13;40;8;15;8;2;96;2;8;24;12;7;17543;19489;51,22;1,38;6
1714;0;0;0;0;0;0;0;98;0;0;0;0;0;728;230;2;4;0;5;2;0;0;0;0;15;0;0;0;6;4;9719;0;0;0;6
1715;21;18;14;1;18;6;2;27;19;8;4;12;3;578;452;2;4;1;6;2;8;3;3;0;17;1;2;4;5;1;2918;16970;57,15;1,46;6
1716;1;0;0;0;0;0;0;5;0;0;0;0;0;549;797;0;6;0;0;0;0;0;0;0;2;0;0;7;8;2;3676;0;37;0;6
1717;21;15;14;0;13;6;1;22;19;4;2;10;2;520;535;4;2;2;9;2;2;1;1;0;29;0;2;9;7;3;3134;19614;58,96;1,57;6
1718;35;31;19;2;31;10;3;43;20;28;5;28;3;578;356;4;2;2;14;9;8;1;2;2;49;3;2;4;9;1;4745;19140;49,18;1,54;6
1719;0;0;0;0;0;0;0;101;0;0;0;0;0;5732;4601;2;4;0;10;4;0;0;2;3;26;0;0;9;11;5;19130;0;0;0;6
1720;60;59;24;6;47;18;5;70;5;73;0;46;12;143;133;0;6;0;6;9;3;5;1;2;28;2;1;17;21;15;44592;20292;38,33;1,58;6
1721;26;31;13;3;28;8;3;77;4;34;1;26;7;1302;931;0;6;0;3;3;4;1;1;0;16;0;1;12;3;5;14160;18614;40,33;1,45;6
1722;22;19;9;1;16;13;8;23;21;4;1;21;2;2044;1917;0;6;1;4;4;3;8;2;0;13;0;0;7;8;4;16488;24097;52,06;1,9;6
1723;8;9;4;0;7;4;1;15;8;0;1;6;0;923;549;0;6;1;4;0;1;1;0;1;7;0;0;11;14;11;15262;22346;51,3;1,98;6
1724;31;30;13;1;27;13;4;16;29;14;1;29;3;801;634;0;6;7;5;6;3;4;1;0;23;0;0;10;17;8;6668;22856;49,57;1,76;6
1725;123;98;46;18;82;44;15;219;3;174;10;76;13;2550;1350;0;6;4;26;31;16;27;13;0;109;4;7;32;17;8;10339;19241;49,78;1,32;6
1726;53;51;13;7;14;20;26;147;37;17;0;53;4;2257;1895;3;4;1;13;13;5;6;3;0;42;1;0;17;68;2;66970;32572;37,8;2,39;7
1727;0;1;0;0;0;0;0;8;0;0;0;0;0;1558;1848;5;2;1;1;1;0;0;0;0;8;0;0;0;5;1;17190;0;62;0;7
1728;249;230;133;30;112;79;37;184;8;277;0;189;34;5208;3567;7;0;1;22;45;8;12;5;2;119;6;0;38;34;9;18039;23386;40,86;1,84;7
1729;1;2;0;0;0;0;0;6;1;0;0;0;0;536;430;1;6;0;0;2;0;0;0;0;0;0;0;4;1;0;6696;0;47,57;0;7
1730;103;94;43;15;43;36;21;37;12;90;0;81;13;959;765;3;4;0;3;7;7;0;1;0;24;1;0;7;38;14;75000;23518;39,54;2,01;7
1731;1;2;0;0;0;0;0;54;1;0;0;0;0;125;0;7;0;0;2;0;0;0;0;0;9;0;0;4;23;0;42767;0;46,16;0;7
1732;61;60;18;8;19;23;29;149;33;37;1;62;5;1189;695;7;0;2;11;13;5;4;2;0;39;1;0;26;75;10;66970;32608;37,05;2,22;7
1733;76;74;34;15;24;32;28;845;3;94;1;74;8;3697;1087;7;0;3;30;65;25;10;17;2;61;6;2;50;242;22;41400;25130;39,41;1,78;7
1734;4;4;2;0;4;1;0;63;8;2;0;3;0;1039;542;7;0;0;0;0;1;0;0;0;2;0;1;7;7;0;2678;18222;49,04;1,96;7
1735;273;220;103;51;146;102;51;445;1;375;28;216;50;3461;1369;7;0;14;68;149;30;63;45;3;409;1;15;26;74;25;;20222;46,42;1,38;7
1736;402;371;103;81;100;166;171;138;0;433;0;421;31;210;188;7;0;9;12;58;7;13;13;0;64;4;7;2;400;18;24600;27765;34,85;1,91;7
1737;214;189;89;29;136;88;28;206;3;319;6;140;27;2915;1769;6;1;6;34;76;13;30;35;2;159;1;9;20;38;5;11826;20071;51,34;1,41;7
1738;0;0;0;0;0;0;0;271;0;0;0;0;0;0;0;7;0;2;8;24;0;3;0;0;9;0;2;24;546;50;22069;0;0;0;7
1739;38;36;12;4;22;17;8;30;22;19;0;38;4;2141;1791;7;0;0;3;7;1;1;1;0;11;3;0;19;31;15;;24560;44,51;2,08;7
1740;69;50;43;4;41;25;7;168;5;88;10;34;6;2120;1318;7;0;5;33;54;13;30;15;4;183;1;6;19;36;11;13025;20004;60,35;1,4;7
1741;22;23;7;2;14;10;5;40;22;4;0;23;1;4279;2727;7;0;0;8;6;4;3;1;1;18;1;0;19;81;12;13583;24622;44,04;2,32;7
1742;3;5;3;0;4;0;0;3;4;0;0;5;0;391;323;3;4;0;0;2;0;0;0;0;3;0;0;4;3;0;3844;23980;48,87;0;7
1743;6;6;2;0;5;2;1;4;7;0;0;6;0;338;248;1;6;3;2;5;0;0;2;0;5;0;0;2;1;2;4757;24375;44,08;2,19;7
1744;13;14;4;1;9;8;4;29;13;0;0;14;2;2502;1721;3;4;0;8;7;2;1;0;1;10;1;0;6;8;5;23733;27319;43,59;2,26;7
1745;4;3;1;0;3;1;0;47;4;0;0;3;0;1414;2010;4;3;1;11;7;1;1;2;3;36;0;4;10;8;4;7753;23235;46,19;1,99;7
1746;2;2;1;0;1;1;0;38;2;0;1;2;0;1421;1611;3;4;25;7;32;0;2;19;0;29;1;2;14;9;1;4626;22804;45,76;0;7
1747;35;32;11;16;19;12;6;229;0;85;0;39;3;959;175;5;2;0;20;18;4;3;6;2;49;3;0;13;51;14;14705;19758;31,8;1,27;7
1748;134;115;56;19;84;55;18;195;1;211;5;85;17;2100;1014;8;0;6;24;56;13;13;25;2;118;0;10;10;38;6;;19972;52,04;1,4;8
1749;84;69;36;7;54;27;9;52;26;71;1;66;8;752;606;4;4;1;20;20;4;13;5;2;79;0;1;10;22;5;14065;22673;44,3;1,67;8
1750;48;47;20;5;22;16;12;42;19;32;2;42;8;326;90;4;4;0;6;6;8;1;1;0;13;0;0;27;10;1;11560;23538;38,14;2,08;8
1751;99;89;28;18;32;48;53;392;31;71;1;108;10;2921;1363;4;4;0;16;18;12;3;2;0;42;1;0;30;132;7;52000;30043;41,55;2,07;8
