FID;Naiset;Miehet;Ko_perus;Ko_yliop;Ko_ammat;Ko_al_kork;Ko_yl_kork;Tp_tyopy;Ra_pt_as;Ra_kt_as;Ra_muu_as;Pt_tyoll;Pt_tyott;Viipyma_arki;Viipyma_vkl;AC_laturit;DC_laturit;count_Acc_First;count_Business_First;count_Eat_First;count_Gov_First;count_Health_First;count_Leisure_First;count_Shop1_First;count_Shop2_First;count_Sport_First;count_Tourism_First;count_Trans_First;KAC_First;KDC_First;Kvl2_First;Hr_mtu_First;Kika2_First;Te_takk2_First;Pistokkeet
1752;85;83;23;10;30;37;28;14;44;38;0;78;6;1087;898;4;4;0;6;7;4;3;1;0;12;2;0;13;4;0;;29121;40,93;2,16;8
1753;68;51;36;4;45;17;6;75;26;57;3;48;4;700;371;4;4;2;16;24;8;17;1;0;58;2;0;17;25;1;22974;20614;49,64;1,57;8
1754;33;31;12;4;16;15;10;84;24;15;1;33;3;2980;2038;4;4;2;11;14;0;3;0;2;46;0;0;19;18;4;;26755;46,02;2,01;8
1755;115;97;21;17;20;53;63;52;26;91;1;83;6;1634;1106;4;4;3;8;20;13;8;3;0;44;2;2;24;46;0;55142;32209;49,33;1,99;8
1756;118;95;61;11;71;46;16;209;13;149;7;83;13;5565;4701;4;4;1;29;66;12;26;20;6;218;0;6;27;46;5;;21614;52,65;1,5;8
1757;37;32;21;4;22;15;5;112;5;50;0;28;4;3020;1849;4;4;0;26;32;13;16;5;1;74;0;3;28;15;7;24886;21806;51,2;1,62;8
1758;3;3;1;0;2;1;0;84;3;0;0;2;0;2732;2225;4;4;0;10;9;1;1;3;1;58;0;0;14;21;5;11017;22061;48,05;2,26;8
1759;7;7;1;0;4;4;1;67;5;3;0;7;1;3287;2369;6;2;0;12;4;0;0;0;1;53;1;0;12;53;2;16132;24215;39,27;2,15;8
1760;146;114;53;12;81;52;23;82;40;128;0;109;11;2677;2301;4;4;1;7;19;8;6;3;1;44;1;4;17;33;10;13157;22058;47,16;1,67;8
1761;105;83;40;8;76;38;13;18;11;134;0;79;14;617;432;4;4;1;1;2;4;4;2;0;22;0;0;26;78;22;;20851;48,71;1,52;8
1762;83;82;33;9;41;32;12;351;8;89;0;95;11;2598;1544;8;0;8;35;36;5;8;2;2;124;0;0;33;286;17;98171;28843;35,3;1,97;8
1763;208;163;79;36;125;78;29;299;12;284;9;137;17;6273;3776;8;0;4;31;112;19;31;23;4;236;2;9;23;49;3;;19700;50,44;1,38;8
1764;165;166;124;20;76;41;23;213;2;209;0;126;27;4497;2308;8;0;5;15;20;14;13;3;2;94;2;6;31;31;13;42524;20179;37,61;1,82;8
1765;37;35;12;4;20;19;9;16;14;34;0;34;4;1448;1229;8;0;1;2;7;1;1;4;0;13;1;0;14;70;9;;24701;46,42;1,81;8
1766;15;15;9;2;9;7;3;10;8;6;0;15;2;955;558;8;0;0;1;0;1;1;0;0;3;0;0;10;21;9;25100;24335;40,39;2,03;8
1767;272;250;131;52;142;87;40;407;2;385;0;248;37;6954;3702;8;0;4;37;81;22;25;14;3;170;2;2;56;43;5;12349;23167;38,75;1,62;8
1768;212;210;95;38;78;95;72;371;3;276;1;220;27;2165;1570;8;0;1;34;75;20;20;10;3;149;3;2;62;175;16;74370;25447;39,14;1,8;8
1769;305;291;149;53;109;125;104;264;11;360;0;287;38;9261;8772;2;6;4;26;79;21;32;18;2;181;1;1;40;86;35;58518;25096;40,81;1,75;8
1770;183;172;51;55;48;76;78;52;18;213;0;179;13;1777;1001;8;0;0;8;9;8;1;2;0;40;1;4;25;112;15;53866;26836;35,28;1,68;8
1771;331;280;139;42;130;106;75;99;15;353;0;245;43;4094;2581;4;4;1;13;37;26;13;0;1;87;0;3;40;33;0;11600;23378;42,65;1,88;8
1772;214;192;108;30;101;60;38;98;13;242;0;154;28;6741;4807;8;0;0;5;22;9;5;1;1;37;3;1;35;64;9;58600;21868;44,88;1,83;8
1773;183;194;126;21;97;45;21;58;18;208;0;140;31;1531;1351;4;4;0;8;29;13;7;2;0;76;0;0;37;29;0;15113;18816;39,21;1,87;8
1774;62;56;23;5;41;23;9;151;29;35;0;53;8;1085;516;8;0;0;3;2;1;2;0;0;14;0;2;13;49;3;;23730;43,44;1,92;8
1775;51;46;23;7;37;15;5;95;2;76;0;38;11;2838;2840;8;0;0;3;16;5;7;10;0;35;4;6;17;52;12;;19451;42,65;1,43;8
1776;1;1;0;0;0;0;0;23;0;0;2;0;0;934;1046;1;7;0;6;3;0;1;0;1;14;0;0;0;3;1;15120;0;47,71;0;8
1777;462;406;90;127;81;184;288;940;0;625;17;464;35;9374;5331;8;0;24;83;215;62;78;101;2;510;12;47;83;445;20;57500;30659;42,26;1,7;8
1778;99;88;26;12;33;39;40;54;27;74;1;90;8;1538;1002;4;4;0;6;9;5;3;2;0;34;2;0;18;32;13;75000;27621;42,23;2,05;8
1779;145;141;49;22;70;57;32;108;22;172;0;140;18;0;0;8;0;1;10;8;2;0;1;0;21;0;0;34;28;14;68000;24998;37,71;1,83;8
1780;64;72;32;9;36;23;14;137;19;62;1;64;10;2056;1220;6;2;1;11;6;6;5;1;0;31;1;0;27;41;4;28900;23615;42,88;1,87;8
1781;10;9;4;0;2;5;4;6;7;0;0;8;0;1408;1191;8;0;1;0;2;0;1;2;0;2;0;1;10;8;0;;38997;34,23;2,71;8
1782;21;21;6;2;9;11;6;101;19;0;0;22;1;2635;2881;4;4;0;7;2;1;1;2;0;29;2;2;26;47;9;42524;29918;40,93;2,5;8
1783;88;71;39;7;57;28;9;61;21;82;1;67;8;752;606;4;4;1;21;23;6;13;5;2;90;0;1;11;22;5;14065;22673;45,75;1,63;8
1784;74;64;36;4;47;24;7;52;22;66;4;39;10;2369;2087;4;4;1;6;6;5;3;0;0;16;0;0;12;16;20;23494;18733;49,45;1,69;8
1785;50;36;31;3;36;9;3;77;2;72;0;23;8;1700;883;4;4;3;12;13;10;4;5;3;28;1;3;12;39;6;12703;17305;51,27;1,39;8
1786;2;2;1;0;1;1;0;106;3;0;0;2;0;2732;2225;4;4;0;10;10;1;1;3;1;66;0;0;15;21;5;11017;23359;46,7;2,5;8
1787;111;90;58;10;67;42;15;202;9;143;7;77;13;5565;4701;4;4;1;29;66;12;26;19;6;220;0;6;27;46;5;;21582;52,75;1,48;8
1788;20;20;6;1;14;7;3;83;17;1;0;18;2;1000;260;8;0;0;3;2;2;8;0;0;21;0;0;10;14;4;13713;24540;41,42;2,43;8
1789;18;17;3;2;9;9;7;21;13;3;0;21;1;1285;849;8;0;0;2;6;2;0;3;0;0;0;1;6;28;4;10540;32710;35,56;2,58;8
1790;402;371;103;81;100;166;171;138;0;433;0;421;31;210;188;8;0;9;12;57;7;13;13;0;66;4;8;2;410;18;24600;27765;34,85;1,91;8
1791;15;15;7;1;14;12;4;2;16;0;0;16;3;857;688;4;4;0;4;1;0;1;0;0;7;0;1;11;9;5;13332;22188;49,84;2,11;8
1792;19;20;8;1;17;6;2;49;17;5;0;19;4;1242;756;4;4;1;2;1;0;0;0;0;6;0;0;15;4;0;1705;23416;42,04;2,03;8
1793;185;168;52;39;52;73;79;166;0;205;0;187;16;210;188;8;0;5;10;50;4;1;8;0;34;4;7;6;378;18;11200;27765;33,7;1,95;8
1794;2;2;0;0;0;1;1;757;2;0;2;2;0;2782;826;8;0;0;8;16;7;6;5;0;25;0;1;19;149;5;34921;37971;40,66;2,2;8
1795;215;181;47;47;41;82;116;254;0;228;1;173;15;0;0;8;0;4;19;37;10;6;17;0;56;2;12;23;105;8;30100;29992;44,51;1,93;8
1796;0;0;0;0;0;0;0;515;0;0;0;0;0;1460;359;0;8;5;10;20;1;2;0;0;13;0;1;31;563;46;22069;0;38;0;8
1797;14;15;7;1;12;10;3;7;15;1;0;15;2;857;688;4;4;0;4;0;1;0;0;0;6;0;0;13;9;5;13332;22188;48,04;2,11;8
1798;59;45;30;5;28;22;9;65;18;60;4;33;7;2400;1398;4;4;6;20;24;9;9;7;0;65;0;8;14;18;2;7353;19802;55,85;1,5;8
1799;41;40;24;6;31;14;10;25;15;30;0;58;6;565;449;4;4;1;4;4;0;0;2;2;15;0;0;4;15;7;24886;21801;43,21;1,94;8
1800;117;118;62;22;56;46;26;178;10;144;0;117;19;2022;1308;2;6;1;29;28;3;4;3;1;70;3;0;34;37;6;97700;23285;40,11;1,74;8
1801;24;21;11;2;19;10;2;24;8;21;0;24;4;2057;2033;4;4;0;5;6;0;0;0;0;13;0;0;10;35;5;14136;19273;44,24;1,73;8
1802;46;35;26;2;31;9;3;65;8;58;0;21;7;1700;883;4;4;3;10;13;10;4;5;3;28;1;3;12;43;6;12703;17393;51,5;1,45;8
1803;49;35;29;3;28;17;5;39;24;42;2;21;3;893;704;4;4;0;10;12;5;6;2;1;27;0;0;12;6;1;7005;18396;58,79;1,48;8
1804;69;62;30;6;46;24;7;33;25;64;1;50;8;680;350;4;4;1;5;5;8;2;0;1;24;0;0;22;13;4;;20024;47,24;1,61;8
1805;49;41;18;4;41;23;6;21;15;51;1;40;4;699;455;4;4;0;1;5;6;2;1;0;12;0;0;20;13;19;;21224;50,1;1,5;8
1806;430;404;130;89;114;173;174;389;0;462;1;439;39;6709;5478;4;4;11;33;84;25;19;29;2;132;13;15;17;435;16;57500;27677;36,74;1,94;8
1807;72;68;14;10;32;28;24;21;27;47;0;72;6;1141;1028;4;4;1;6;4;1;0;1;1;25;1;0;17;21;4;46173;26191;35,52;2,09;8
1808;1;1;0;0;0;1;0;49;1;0;0;2;0;1972;1266;4;4;0;7;4;0;1;0;3;17;0;0;11;10;12;26223;34431;36;0;8
1809;73;55;43;4;43;23;7;110;20;80;8;38;7;1185;693;4;4;5;29;50;14;31;15;4;189;1;4;22;33;4;13025;18923;59,01;1,39;8
1810;29;31;20;4;27;12;3;30;10;42;2;29;2;317;218;4;4;3;5;7;2;0;4;1;28;1;1;16;11;3;8481;20351;52,24;1,49;8
1811;112;88;62;8;82;33;9;36;7;149;1;74;10;787;560;4;4;3;18;16;5;14;2;1;51;1;2;20;47;0;35106;19935;52,03;1,48;8
1812;91;75;34;13;65;40;16;41;11;132;0;74;9;1611;1403;4;4;0;7;4;5;3;1;1;28;2;0;20;26;2;25747;21002;48,08;1,53;8
1813;185;150;65;26;112;74;31;202;10;274;8;130;20;2812;2108;8;0;6;37;75;24;29;14;8;225;2;9;34;34;2;26270;20750;49,61;1,45;8
1814;55;46;26;6;29;21;8;103;19;67;2;38;4;1201;971;8;0;4;19;37;5;11;10;2;93;1;6;12;41;10;12960;20421;53,07;1,53;8
1815;34;33;14;5;24;14;9;173;15;44;1;32;6;2562;2736;8;0;0;13;25;6;7;8;1;60;0;6;28;31;8;;22292;43,72;1,51;8
1816;167;144;24;93;54;73;64;900;4;288;0;180;16;8083;2503;8;0;6;24;42;16;33;10;0;81;3;4;38;124;16;;18984;36,09;1,4;8
1817;135;114;18;80;40;62;52;950;1;239;0;145;10;8083;2503;8;0;6;24;35;15;30;7;0;74;5;4;38;128;18;;20408;36;1,37;8
1818;26;22;21;1;23;7;2;39;10;42;7;15;3;1455;1271;4;4;3;12;15;7;8;1;2;35;2;3;6;9;4;6055;17224;56,07;1,36;8
1819;72;58;31;10;36;28;12;165;22;79;7;48;4;2043;1881;4;4;8;40;59;9;16;22;2;178;1;11;25;43;6;12960;21231;51,81;1,51;8
1820;95;83;30;16;61;41;18;72;1;124;0;98;15;2054;993;1;7;3;3;6;7;0;0;0;21;0;0;16;70;16;32723;22050;40,01;1,53;8
1821;0;0;0;0;0;0;0;6;0;0;0;0;0;407;353;8;0;1;1;1;1;0;0;0;0;0;0;0;8;0;360;0;0;0;8
1822;1;1;0;0;0;1;0;55;1;0;0;1;0;1972;1266;4;4;0;7;4;0;1;0;3;18;0;0;12;10;12;26223;34431;36;0;8
1823;40;34;20;3;27;11;5;35;21;34;6;24;4;182;0;4;4;1;15;13;4;7;1;3;50;1;5;15;5;4;9862;18067;53,29;1,54;8
1824;40;31;25;4;27;14;7;126;7;34;4;23;2;2608;1646;6;2;1;2;7;3;5;2;0;17;1;3;13;36;6;18290;19486;55,36;1,47;8
1825;3;4;1;0;1;2;1;140;3;1;0;3;0;4885;4257;5;3;0;24;24;2;12;2;2;78;1;0;27;54;8;41070;28222;47,29;2,2;8
1826;0;0;0;0;0;0;0;45;0;0;0;0;0;1484;1092;8;0;0;3;3;0;0;1;3;10;0;0;3;52;1;41911;0;0;0;8
1827;0;0;0;0;0;0;0;59;0;0;0;0;0;1989;1298;6;2;0;10;4;0;2;0;2;37;0;0;13;11;7;18730;0;56,08;0;8
1828;23;23;8;2;17;10;4;12;8;24;0;21;2;880;0;4;4;1;4;4;2;2;0;1;18;0;1;14;4;0;31121;20802;44,51;1,76;8
1829;0;0;0;0;0;0;0;68;0;0;0;0;0;756;184;8;0;0;0;0;0;0;0;0;2;0;0;0;20;0;;0;0;0;8
1830;0;0;0;0;0;0;0;1;0;0;0;0;0;331;222;8;0;1;0;3;1;0;0;0;0;0;0;1;8;0;1301;0;0;0;8
1831;2;2;0;0;0;0;0;305;2;0;0;1;0;2663;753;8;0;0;8;4;0;1;0;1;6;0;0;11;20;0;16118;25132;41;0;8
1832;44;39;25;2;37;16;4;35;19;58;1;27;6;495;378;4;4;2;17;21;8;8;4;1;70;0;1;13;10;1;7465;19273;54,63;1,44;8
1833;33;32;9;1;26;14;4;44;35;0;1;28;2;2980;2252;1;7;0;6;3;0;2;1;0;15;0;0;5;36;14;19290;25505;43,86;2,24;8
1834;0;0;0;0;0;0;0;12;0;0;0;0;0;211;0;8;0;0;0;0;0;0;0;0;0;0;0;2;8;0;8165;0;0;0;8
1835;33;27;22;2;30;9;2;30;42;8;1;20;5;1615;1180;6;2;0;5;4;5;3;2;4;39;1;0;6;8;0;371;17153;52,48;1,45;8
1836;54;50;24;6;36;18;7;132;13;55;9;39;7;1613;1071;8;0;2;25;32;5;10;9;1;142;1;4;21;54;18;13329;20244;44,55;1,58;8
1837;19;19;10;2;16;9;3;30;15;10;0;17;3;1311;1007;4;4;0;1;1;2;2;1;1;23;0;0;8;12;0;4795;19561;43,22;1,92;8
1838;0;0;0;0;0;0;0;34;0;0;0;0;0;451;572;0;8;0;0;0;0;0;0;0;0;0;0;9;5;0;4277;0;0;0;8
1839;6;5;1;1;4;1;1;6;4;3;0;6;0;1300;1425;8;0;2;0;2;0;2;1;0;7;2;0;1;12;5;;21397;41,6;1,6;8
1840;20;16;8;1;14;11;6;22;18;3;1;18;1;2044;1917;4;4;0;4;5;3;8;2;0;13;0;0;7;6;6;16488;24097;52,26;1,87;8
1841;117;108;30;60;72;49;30;22;13;168;1;125;15;1343;1014;4;4;2;4;7;1;1;0;2;11;0;0;11;15;7;;19577;34,26;1,47;8
1842;4;4;1;0;3;2;0;42;5;0;0;3;0;779;135;6;2;1;2;2;1;0;0;1;16;0;0;6;13;15;11935;23181;47,61;2,1;8
1843;12;12;8;1;16;2;1;12;19;0;1;11;2;1170;1051;4;4;3;4;4;4;5;1;1;13;0;1;5;5;2;5758;18009;47,3;1,8;8
1844;30;26;17;2;29;8;2;54;29;12;2;23;4;1100;674;4;4;0;10;8;8;5;3;1;27;0;1;3;10;0;7737;19251;46,74;1,63;8
1845;5;6;3;0;6;1;0;1;12;0;0;9;1;501;379;6;2;1;0;1;0;0;0;0;1;0;1;6;6;0;5297;23323;32,39;1,8;8
1846;0;0;0;0;0;0;0;71;0;0;0;0;0;347;143;8;0;0;2;2;0;0;0;0;0;0;0;5;11;0;4198;0;0;0;8
1847;23;19;15;1;26;10;4;34;17;20;2;24;3;1444;1077;4;4;4;10;11;8;5;3;0;40;1;4;17;14;8;6668;21409;53,23;1,41;8
1848;82;86;10;17;37;26;26;40;33;50;0;90;6;401;113;4;4;0;7;10;2;3;0;1;34;0;0;11;14;7;29621;25439;28,32;2,24;8
1849;3;3;1;0;2;1;1;14;4;0;1;2;0;2567;3146;4;4;17;4;15;0;3;9;0;17;1;1;10;8;0;2310;20475;39,76;0;8
1850;36;35;14;7;18;13;8;204;11;28;10;26;4;1962;1346;8;0;3;4;2;6;4;4;0;5;2;1;17;23;1;13049;18234;38,48;1,52;8
1851;25;22;13;2;25;7;2;23;23;15;1;20;2;1344;809;4;4;1;14;7;11;6;2;1;34;2;1;7;8;0;5249;20577;48,57;1,58;8
1852;12;13;3;1;11;8;2;7;10;0;0;16;1;1014;794;4;4;0;3;2;2;0;0;0;7;0;0;8;8;0;14265;27586;39,1;2,76;8
1853;0;1;0;0;0;0;0;179;0;0;0;0;0;3271;1723;9;0;0;25;8;1;2;4;2;73;2;0;26;49;12;58221;0;51,18;0;9
1854;206;182;41;56;37;80;143;836;0;270;13;214;15;2460;2015;9;0;19;90;234;62;29;83;4;314;9;70;36;224;25;32600;31767;42,95;1,86;9
1855;190;163;34;48;30;70;115;232;0;227;4;176;12;1960;1431;9;0;6;30;76;35;21;35;0;146;2;21;17;195;13;30100;32748;43,39;1,88;9
1856;97;94;33;12;26;39;41;383;23;71;0;99;9;410;0;9;0;1;15;6;14;8;3;0;44;0;1;30;179;16;71623;27468;40,36;2,15;9
1857;127;128;55;18;43;54;48;453;14;132;0;140;14;410;0;9;0;1;23;20;14;13;3;0;72;0;3;36;179;16;71623;25952;39,73;2,03;9
1858;2;4;1;0;2;1;1;49;2;0;0;3;0;1220;407;9;0;0;2;0;1;0;0;0;4;0;0;12;25;0;5696;29500;40,32;0;9
1859;207;208;82;78;95;82;39;335;3;311;22;189;19;3471;2073;9;0;12;45;113;24;31;25;3;243;5;9;52;88;3;;18981;40,27;1,49;9
1860;9;9;5;1;5;4;2;169;2;8;0;8;1;360;106;9;0;0;7;2;1;0;1;0;23;0;0;18;84;14;13583;19925;49,12;1,86;9
1861;1;1;0;0;0;0;0;10;1;0;0;1;0;658;660;3;6;1;1;2;0;0;0;0;2;0;0;4;3;12;5557;32842;29;0;9
1862;5;5;1;1;1;2;3;23;2;7;0;6;0;1708;1036;9;0;0;2;2;1;0;0;0;7;0;0;7;26;0;5465;36008;39,06;2,59;9
1863;216;199;67;80;93;92;48;385;3;337;24;189;16;7607;5358;9;0;11;46;114;26;37;30;3;262;5;13;54;88;3;;19212;43,26;1,46;9
1864;185;170;90;25;91;50;32;87;22;190;3;137;24;959;665;10;0;0;6;20;7;3;1;1;38;3;0;34;64;9;58600;21130;43,78;1,9;10
1865;319;306;163;56;122;126;99;248;4;383;0;301;44;3354;2779;10;0;3;20;75;20;31;17;2;193;2;1;34;96;41;58518;24283;41,36;1,74;10
1866;8;10;4;2;5;4;2;1;3;9;0;11;1;942;717;10;0;0;0;0;0;0;1;0;0;1;0;7;10;0;17399;25991;31,81;1,63;10
1867;14;14;2;1;4;7;5;50;12;0;0;14;1;2174;2663;6;4;0;5;12;0;0;0;3;40;1;0;6;6;6;27915;29941;36,24;2,77;10
1868;2;4;1;1;2;1;0;2;1;1;0;4;0;1029;1419;10;0;0;1;1;0;2;0;0;1;1;0;4;15;0;1497;25774;37,15;0;10
1869;88;82;36;15;39;42;29;803;3;117;2;85;11;5742;1328;10;0;2;30;16;4;5;5;0;69;3;0;23;82;4;32600;24379;40,26;1,83;10
1870;11;12;2;2;2;5;6;39;9;0;0;11;0;1486;1433;10;0;0;5;7;2;2;3;2;14;0;0;8;96;11;71623;39441;38,44;2,68;10
1872;203;175;34;37;45;83;105;147;11;197;0;189;12;2043;1192;10;0;1;12;20;15;4;16;0;56;1;8;20;36;12;54900;29772;39,09;1,95;10
1873;0;0;0;0;0;0;0;87;0;0;0;0;0;145;61;2;8;0;6;3;0;1;0;0;12;0;0;6;17;0;25100;0;0;0;10
1874;102;101;51;17;50;43;28;127;14;124;0;110;16;2022;1308;10;0;1;27;26;2;3;3;1;64;1;0;40;38;12;97700;23300;40,94;1,78;10
1875;11;11;5;2;4;5;4;59;9;0;0;13;1;2270;1069;10;0;0;4;8;0;3;1;0;10;1;0;22;82;14;84900;31738;36,38;2,52;10
1876;111;103;45;33;35;38;30;257;7;122;3;83;11;1325;609;10;0;0;10;13;16;7;2;1;28;3;0;35;36;12;54900;20597;34,66;1,93;10
1877;179;159;81;24;72;60;40;55;19;176;0;118;19;3415;1951;0;10;1;15;13;16;5;1;1;62;4;1;29;28;27;45071;22197;44,25;1,88;10
1878;171;162;112;22;74;43;27;197;2;202;0;124;34;7778;8081;10;0;2;39;87;17;35;12;3;196;2;4;49;58;4;52700;19543;42,45;1,82;10
1879;29;28;11;2;20;14;5;133;22;9;0;32;1;1448;1229;10;0;2;3;4;2;1;0;0;17;1;0;16;72;9;13283;24748;46,33;1,92;10
1880;161;139;74;22;68;59;38;61;17;161;0;109;18;3415;1951;0;10;2;15;13;15;5;3;1;60;4;1;30;28;27;45071;22197;45,12;1,83;10
1881;165;147;78;23;70;59;39;54;18;162;0;115;18;3415;1951;0;10;2;16;13;14;5;1;1;59;4;1;29;28;27;45071;22197;44,44;1,87;10
1882;30;29;17;3;28;12;2;57;17;34;9;22;5;527;424;6;4;1;18;24;4;11;5;1;68;2;0;24;7;1;;18784;53,6;1,48;10
1883;0;0;0;0;0;0;0;10;0;0;0;0;0;638;550;10;0;0;0;1;0;0;1;0;0;1;0;0;10;0;1252;0;0;0;10
1884;224;203;64;54;62;98;90;158;0;262;0;241;18;210;188;10;0;5;10;51;4;1;6;0;37;4;7;6;380;18;11200;25181;33,08;1,86;10
1885;31;26;11;5;19;12;8;85;8;25;0;44;6;2267;2562;10;0;1;3;8;2;2;1;1;46;0;5;31;169;36;98171;26912;35,13;2,2;10
1886;1;1;0;0;0;0;0;3;0;0;0;0;0;803;1341;10;0;0;1;1;0;0;1;0;1;2;0;0;10;0;1406;0;49,56;0;10
1887;125;119;70;16;75;37;15;60;35;114;1;106;20;1132;686;10;0;0;7;14;7;13;3;0;54;2;2;37;13;1;13540;20617;42,32;1,83;10
1888;190;168;47;67;62;79;66;250;5;244;1;194;17;4340;2625;4;6;0;17;24;14;3;11;2;53;4;3;24;163;11;45000;24088;36,32;1,75;10
1889;65;64;25;7;32;26;10;315;7;72;0;75;8;2598;1544;7;3;7;35;34;4;8;2;2;121;0;0;32;290;14;98171;28843;35,32;1,95;10
1890;119;112;35;17;35;50;52;41;27;106;0;113;11;1549;1187;10;0;3;3;6;4;2;1;0;16;0;0;29;170;14;94000;27561;39,37;1,86;10
1891;38;36;11;3;24;14;7;16;23;19;0;35;3;852;683;6;4;0;7;9;7;1;1;2;25;0;0;26;26;7;11008;26253;42,71;1,87;10
1892;12;11;6;1;13;4;1;20;14;0;0;11;1;782;637;6;4;0;6;5;0;2;0;0;13;0;0;18;7;1;6142;22238;50,47;1,79;10
1893;264;219;52;108;87;107;95;781;6;385;11;221;22;14810;10443;10;0;26;99;304;28;131;76;7;585;6;36;96;123;14;;21371;42,88;1,48;10
1894;113;97;17;59;38;51;42;813;3;173;1;121;10;8083;2503;10;0;6;17;23;14;24;8;0;51;5;1;29;128;18;;20408;36,58;1,43;10
1895;0;0;0;0;0;0;0;33;0;0;0;0;0;702;0;10;0;0;3;1;0;0;0;0;4;0;1;2;32;2;35106;0;0;0;10
1896;13;13;3;2;9;6;4;48;13;5;0;16;2;1326;745;10;0;0;2;1;0;0;0;0;8;0;0;11;35;7;37403;27201;40,83;2,08;10
1897;65;52;38;4;46;13;2;32;14;63;1;38;6;394;63;10;0;1;2;6;3;2;2;1;20;0;0;19;38;13;5893;18465;51,91;1,61;10
1898;11;10;3;1;7;6;3;167;4;11;0;9;1;1310;796;10;0;0;8;3;2;2;0;0;23;1;0;19;30;11;53495;24310;50,31;1,73;10
1899;3;4;1;0;2;1;1;40;3;0;0;3;0;1220;407;10;0;0;2;0;1;0;0;0;4;0;0;11;25;0;5696;29500;41,67;0;10
1900;21;21;7;6;13;7;4;84;10;17;0;21;3;1710;1268;8;2;0;18;24;1;8;1;1;51;0;0;25;55;8;22304;17854;37,9;1,64;10
1901;58;52;23;10;32;23;10;35;22;67;0;50;6;527;366;10;0;0;7;2;3;3;3;0;24;2;0;13;32;9;4229;21934;46,49;1,52;10
1902;29;28;11;1;28;12;3;20;23;9;0;27;4;1795;1039;6;4;0;3;6;5;0;0;1;16;0;0;30;10;3;;21588;45,72;1,92;10
1903;35;29;17;2;27;13;4;49;10;33;1;25;3;1359;846;10;0;0;5;9;7;6;0;0;28;1;0;19;21;0;15986;20936;54,25;1,57;10
1904;0;0;0;0;0;0;0;8;0;0;0;0;0;260;891;10;0;4;2;4;0;0;2;0;3;1;1;2;10;0;1560;0;0;0;10
1905;67;50;37;4;48;16;4;71;5;99;3;34;9;537;190;6;4;1;13;21;8;11;4;2;58;1;1;19;9;1;5203;17711;54,12;1,36;10
1906;52;44;16;5;37;16;8;50;12;54;0;45;8;1054;1072;4;6;0;8;6;7;2;0;0;46;0;0;21;15;9;23004;21916;36,06;1,85;10
1907;41;45;17;4;36;14;4;42;2;60;0;34;9;0;0;6;4;0;6;9;3;5;0;2;27;1;1;17;23;17;44592;18441;39,25;1,49;10
1908;24;21;12;1;19;6;2;35;10;27;0;14;4;1731;1116;6;4;3;10;8;6;5;1;1;45;4;1;11;24;3;5974;16467;46,85;1,56;10
1909;8;9;4;0;6;4;1;16;8;0;1;6;0;923;549;6;4;1;4;0;1;1;0;1;7;0;0;13;14;13;15262;20411;52,14;1,93;10
1910;0;0;0;0;0;0;0;57;0;0;0;0;0;870;0;8;2;0;2;2;1;1;0;0;7;0;0;2;40;14;14705;0;0;0;10
1911;0;0;0;0;0;0;0;153;0;0;0;0;0;870;0;6;4;0;5;5;1;1;0;1;16;0;0;4;40;12;14705;0;71;0;10
1912;1;0;0;0;0;0;0;4;0;0;0;0;0;174;0;6;4;3;0;1;0;0;8;0;0;0;1;5;6;0;2440;0;43,6;0;10
1913;85;82;32;8;67;24;6;55;11;97;0;64;18;0;0;6;4;0;6;9;4;6;0;2;31;1;1;19;21;13;44592;20292;37,14;1,62;10
1914;215;163;50;76;95;89;47;278;2;308;14;145;21;3394;1879;4;6;9;39;89;10;38;25;6;201;2;8;26;15;1;;18192;43,13;1,39;10
1916;223;212;91;37;66;82;84;51;19;234;0;212;24;1307;1414;9;2;4;8;28;12;13;6;0;73;5;1;27;90;19;53866;25288;39,29;1,86;11
1917;75;62;38;5;47;18;6;70;15;76;1;43;12;1270;296;11;0;0;17;19;9;5;3;1;67;2;0;30;47;22;11633;18239;46,98;1,69;11
1918;234;215;51;58;71;99;112;824;1;340;0;230;14;8222;3814;11;0;1;30;71;8;6;19;1;101;2;2;29;96;21;51200;32146;36,98;1,72;11
1919;210;184;53;85;92;98;58;616;5;332;17;175;26;10719;7161;11;0;18;59;153;15;59;58;4;335;5;10;46;33;17;34044;18792;40,94;1,41;11
1920;43;41;6;4;5;16;32;56;39;0;0;41;2;765;423;12;0;0;10;4;4;2;1;0;19;0;0;17;57;6;56002;40258;39,99;2,62;12
1921;321;304;110;76;87;128;137;873;4;415;2;323;34;864;0;12;0;14;50;112;34;27;45;2;262;13;19;28;439;22;57500;26653;40,53;1,78;12
1922;38;37;16;6;12;14;14;1159;0;44;1;40;4;2272;0;12;0;1;25;25;5;4;26;2;42;11;5;10;413;12;57500;26315;40,89;1,91;12
1923;14;14;2;1;3;6;9;81;10;0;0;13;1;4212;3793;4;8;0;13;12;5;3;3;1;52;2;0;25;70;28;58518;42490;41,33;2,77;12
1924;395;365;104;80;96;167;168;212;0;430;0;408;31;2476;2046;12;0;6;7;41;7;13;13;0;47;3;5;0;406;14;57500;27765;35,53;1,89;12
1925;11;11;2;1;2;5;6;92;8;0;0;11;0;4212;3793;4;8;0;14;15;5;1;3;1;55;2;0;24;70;28;58518;46584;40,67;2,89;12
